"school_id","school_name","enroll","reg_attend","ela","math","street","city","state","zip","address","lon","lat","reg_attend_pctile","ela_pctile","math_pctile","enroll_scaled","optional"
498,"Adel Elementary School",7,NA,NA,NA,"18286 Twenty Mile Rd","Adel","OR",97620,"18286 Twenty Mile Rd, Adel, OR 97620",-119.9369376,42.1328281,NA,NA,NA,2.01171783454418,TRUE
707,"Adrian Elementary School",215,88,73,56,"207 Owyhee St.","Adrian","OR",97901,"207 Owyhee St., Adrian, OR 97901",-117.0701086,43.7417405,0.79915611814346,0.871590909090909,0.784090909090909,2.49917975158191,TRUE
708,"Adrian High School",96,78,NA,NA,"305 Owyhee St","Adrian","OR",97901,"305 Owyhee St, Adrian, OR 97901",-117.0675456,43.7424183,0.30126582278481,NA,NA,2.22029528943051,TRUE
17,"Alsea Charter School",162,56,NA,NA,"301 S Third","Alsea","OR",97324,"301 S Third, Alsea, OR 97324",-123.5946008,44.3812429,0.0362869198312236,NA,NA,2.37497070541364,TRUE
1208,"Amity Elementary School",355,85,50,43,"300 Rice Ln","Amity","OR",97101,"300 Rice Ln, Amity, OR 97101",-123.203213,45.122507,0.627004219409283,0.4375,0.520454545454546,2.82727911881884,TRUE
1210,"Amity High School",262,73,NA,NA,"503 Oak St","Amity","OR",97101,"503 Oak St, Amity, OR 97101",-123.2020444,45.1163019,0.156962025316456,NA,NA,2.60932739629716,TRUE
1209,"Amity Middle School",183,77,35,24,"115 Church St","Amity","OR",97101,"115 Church St, Amity, OR 97101",-123.2052275,45.1134222,0.270042194092827,0.115909090909091,0.128409090909091,2.42418561049918,TRUE
4505,"Eola Hills Charter School",36,43,NA,NA,"9015 Community Club Rd","Amity","OR",97101,"9015 Community Club Rd, Amity, OR 97101",-123.3198586,45.0648959,0.0236286919831224,NA,NA,2.0796812749004,TRUE
705,"Annex Charter School",83,78,30,25,"402 Annex Rd","Ontario","OR",97914,"402 Annex Rd, Ontario, OR 97914",-116.987087,44.237356,0.30126582278481,0.0681818181818182,0.1375,2.18982891961566,TRUE
323,"Arlington Community Charter School",149,76,NA,NA,"1200 Main St","Arlington","OR",97812,"1200 Main St, Arlington, OR 97812",-120.1999591,45.712426,0.238818565400844,NA,NA,2.34450433559878,TRUE
711,"W W Jones Elementary School",17,87,NA,NA,"3513 Arock Rd","Arock","OR",97902,"3513 Arock Rd, Arock, OR 97902",-117.525973,42.912837,0.746835443037975,NA,NA,2.03515350363253,TRUE
381,"Ashland High School",973,75,NA,NA,"201 S Mountain Ave","Ashland","OR",97520,"201 S Mountain Ave, Ashland, OR 97520",-122.700382,42.191232,0.20337552742616,NA,NA,4.27560346847902,TRUE
380,"Ashland Middle School",570,78,71,62,"100 Walker Ave","Ashland","OR",97520,"100 Walker Ave, Ashland, OR 97520",-122.6867061,42.192639,0.30126582278481,0.852272727272727,0.854545454545455,3.33114600421842,TRUE
375,"Bellview Elementary School",324,88,67,61,"1070 Tolman Creek Rd","Ashland","OR",97520,"1070 Tolman Creek Rd, Ashland, OR 97520",-122.6706585,42.1757662,0.79915611814346,0.806818181818182,0.842045454545455,2.75462854464495,TRUE
377,"Helman Elementary School",352,85,73,66,"705 Helman St","Ashland","OR",97520,"705 Helman St, Ashland, OR 97520",-122.7128993,42.2089234,0.627004219409283,0.871590909090909,0.888636363636364,2.82024841809234,TRUE
4476,"John Muir Elementary School",122,79,84,74,"100 Walker Ave","Ashland","OR",97520,"100 Walker Ave, Ashland, OR 97520",-122.6867061,42.192639,0.341772151898734,0.969318181818182,0.948863636363636,2.28122802906023,TRUE
379,"Walker Elementary School",341,84,48,44,"364 Walker Ave","Ashland","OR",97520,"364 Walker Ave, Ashland, OR 97520",-122.6870393,42.1887267,0.577215189873418,0.386363636363636,0.544318181818182,2.79446918209515,TRUE
427,"Ashwood Elementary School",6,NA,NA,NA,"18624 NE Main","Ashwood","OR",97711,"18624 NE Main, Ashwood, OR 97711",-120.7561827,44.7355309,NA,NA,NA,2.00937426763534,TRUE
143,"Astor Elementary School",425,87,53,50,"3550 Franklin Ave","Astoria","OR",97103,"3550 Franklin Ave, Astoria, OR 97103",-123.8036653,46.191939,0.746835443037975,0.510227272727273,0.688636363636364,2.99132880243731,TRUE
144,"Astoria Middle School",430,86,51,40,"1100 Klaskanine Ave","Astoria","OR",97103,"1100 Klaskanine Ave, Astoria, OR 97103",-123.831098,46.178659,0.686075949367088,0.457954545454545,0.459090909090909,3.00304663698149,TRUE
146,"Astoria Senior High School",571,76,NA,NA,"1001 W Marine Dr","Astoria","OR",97103,"1001 W Marine Dr, Astoria, OR 97103",-123.849523,46.176225,0.238818565400844,NA,NA,3.33348957112726,TRUE
147,"Lewis & Clark Elementary School",431,89,50,38,"92179 Lewis and Clark Rd","Astoria","OR",97103,"92179 Lewis and Clark Rd, Astoria, OR 97103",-123.843423,46.147525,0.838818565400844,0.4375,0.414772727272727,3.00539020389032,TRUE
1053,"Athena Elementary School",153,83,40,44,"375 S 5th St","Athena","OR",97813,"375 S 5th St, Athena, OR 97813",-118.4847986,45.8083518,0.522362869198312,0.196590909090909,0.544318181818182,2.35387860323412,TRUE
1055,"Weston Middle School",238,81,45,34,"205 E Wallace","Weston","OR",97886,"205 E Wallace, Weston, OR 97886",-118.4213243,45.8126507,0.425316455696203,0.304545454545455,0.309090909090909,2.55308179048512,TRUE
1056,"Weston-McEwen High School",168,74,NA,NA,"540 E Main St","Athena","OR",97813,"540 E Main St, Athena, OR 97813",-118.4862428,45.8101183,0.174683544303797,NA,NA,2.38903210686665,TRUE
4759,"Baker Early College",295,NA,NA,NA,"2725 7th St","Baker City","OR",97294,"2725 7th St, Baker City, OR 97294",-117.8343848,44.7748748,NA,NA,NA,2.68666510428873,TRUE
8,"Baker High School",416,71,NA,NA,"2500 E St","Baker City","OR",97814,"2500 E St, Baker City, OR 97814",-117.837949,44.7876493,0.126582278481013,NA,NA,2.97023670025779,TRUE
1,"Baker Middle School",226,82,53,39,"2320 Washington Ave","Baker City","OR",97814,"2320 Washington Ave, Baker City, OR 97814",-117.8349063,44.7774493,0.475949367088608,0.510227272727273,0.438636363636364,2.5249589875791,TRUE
4728,"Baker Web Academy",1480,NA,NA,NA,"2725 7th St","Baker City","OR",97814,"2725 7th St, Baker City, OR 97814",-117.8383379,44.7840647,NA,NA,NA,5.4637918912585,TRUE
2,"Brooklyn Primary School",455,82,40,44,"1350 Washington St","Baker City","OR",97814,"1350 Washington St, Baker City, OR 97814",-117.8212385,44.7773273,0.475949367088608,0.196590909090909,0.544318181818182,3.06163580970237,TRUE
3493,"EAGLE CAP Innovative HS",20,57,NA,NA,"2725 Seventh St","Baker City","OR",97814,"2725 Seventh St, Baker City, OR 97814",-117.8383379,44.7840647,0.039662447257384,NA,NA,2.04218420435903,TRUE
4,"Haines Elementary School",155,87,68,56,"400 School St","Baker City","OR",97814,"400 School St, Baker City, OR 97814",-117.934215,44.9141097,0.746835443037975,0.819318181818182,0.784090909090909,2.35856573705179,TRUE
5,"Keating Elementary School",25,83,NA,NA,"41964 Miles Bridge Rd","Baker City","OR",97814,"41964 Miles Bridge Rd, Baker City, OR 97814",-117.5907455,44.8746689,0.522362869198312,NA,NA,2.05390203890321,TRUE
7,"South Baker Intermediate School",346,85,46,41,"1285 Third St","Baker City","OR",97814,"1285 Third St, Baker City, OR 97814",-117.8338491,44.7706782,0.627004219409283,0.342045454545455,0.482954545454545,2.80618701663933,TRUE
218,"Bandon Senior High School",209,75,NA,NA,"550 9th St SW","Bandon","OR",97411,"550 9th St SW, Bandon, OR 97411",-124.4203153,43.1157208,0.20337552742616,NA,NA,2.4851183501289,TRUE
216,"Harbor Lights Middle School",234,75,59,38,"390 9th St SW","Bandon","OR",97411,"390 9th St SW, Bandon, OR 97411",-124.4191428,43.1156577,0.20337552742616,0.643181818181818,0.414772727272727,2.54370752284978,TRUE
217,"Ocean Crest Elementary School",243,69,45,32,"1040 Allegany","Bandon","OR",97411,"1040 Allegany, Bandon, OR 97411",-124.4161678,43.1138469,0.0970464135021097,0.304545454545455,0.255681818181818,2.56479962502929,TRUE
1120,"Banks Elementary School",482,88,49,38,"42350 NW Trellis Way","Banks","OR",97106,"42350 NW Trellis Way, Banks, OR 97106",-123.1136879,45.6116498,0.79915611814346,0.410227272727273,0.414772727272727,3.12491211624092,TRUE
1124,"Banks High School",372,79,NA,NA,"13050 NW Main St","Banks","OR",97106,"13050 NW Main St, Banks, OR 97106",-123.1144198,45.6214096,0.341772151898734,NA,NA,2.86711975626904,TRUE
1123,"Banks Middle School",276,84,51,43,"12850 NW Main St","Banks","OR",97106,"12850 NW Main St, Banks, OR 97106",-123.1144198,45.6214096,0.577215189873418,0.457954545454545,0.520454545454546,2.64213733302086,TRUE
1186,"Aloha High School",1797,68,NA,NA,"18550 SW Kinnaman Rd","Beaverton","OR",97078,"18550 SW Kinnaman Rd, Beaverton, OR 97078",-122.8677503,45.4845388,0.0869198312236287,NA,NA,6.20670260135927,TRUE
1153,"Aloha-Huber Park School",919,85,53,52,"5000 SW 173rd St","Beaverton","OR",97078,"5000 SW 173rd St, Beaverton, OR 97078",-122.8538441,45.483953,0.627004219409283,0.510227272727273,0.729545454545455,4.14905085540192,TRUE
4805,"Arco Iris Spanish Immersion School",311,92,85,65,"8205 SW Creekside Pl","Beaverton","OR",97008,"8205 SW Creekside Pl, Beaverton, OR 97008",-122.7941881,45.4601159,0.937552742616034,0.973863636363636,0.881818181818182,2.72416217483009,TRUE
1304,"Arts and Communication Magnet Academy",654,81,NA,NA,"11375 SW Center St","Beaverton","OR",97005,"11375 SW Center St, Beaverton, OR 97005",-122.7943591,45.4949521,0.425316455696203,NA,NA,3.52800562456058,TRUE
1154,"Barnes Elementary School",630,79,37,18,"13730 SW Walker Rd","Beaverton","OR",97005,"13730 SW Walker Rd, Beaverton, OR 97005",-122.8184151,45.5062355,0.341772151898734,0.151136363636364,0.0534090909090909,3.47176001874854,TRUE
1155,"Beaver Acres Elementary School",716,84,59,46,"2125 SW 170th Ave","Beaverton","OR",97003,"2125 SW 170th Ave, Beaverton, OR 97003",-122.853881,45.5045773,0.577215189873418,0.643181818181818,0.594318181818182,3.67330677290837,TRUE
1187,"Beaverton High School",1608,73,NA,NA,"13000 SW Second St","Beaverton","OR",97005,"13000 SW Second St, Beaverton, OR 97005",-122.8116603,45.4865695,0.156962025316456,NA,NA,5.76376845558941,TRUE
1156,"Bethany Elementary School",538,92,81,81,"3305 NW 174th Ave","Beaverton","OR",97006,"3305 NW 174th Ave, Beaverton, OR 97006",-122.8580159,45.5428655,0.937552742616034,0.95,0.981818181818182,3.25615186313569,TRUE
4671,"Bonny Slope Elementary School",640,93,86,83,"11775 NW McDaniel Rd","Portland","OR",97229,"11775 NW McDaniel Rd, Portland, OR 97229",-122.7975344,45.5394583,0.962869198312236,0.979545454545455,0.988636363636364,3.49519568783689,TRUE
1158,"Cedar Mill Elementary School",438,94,78,71,"10265 NW Cornell Rd","Portland","OR",97229,"10265 NW Cornell Rd, Portland, OR 97229",-122.7829547,45.5275243,0.985654008438818,0.934090909090909,0.939772727272727,3.02179517225217,TRUE
1180,"Cedar Park Middle School",1013,85,70,57,"11100 SW Park Way","Portland","OR",97225,"11100 SW Park Way, Portland, OR 97225",-122.791528,45.506151,0.627004219409283,0.842045454545455,0.8,4.36934614483244,TRUE
1159,"Chehalem Elementary School",491,84,49,43,"15555 SW Davis Rd","Beaverton","OR",97007,"15555 SW Davis Rd, Beaverton, OR 97007",-122.837272,45.4758489,0.577215189873418,0.410227272727273,0.520454545454546,3.14600421842044,TRUE
1305,"Community School",154,73,NA,NA,"1841 SW Merlo Dr","Beaverton","OR",97003,"1841 SW Merlo Dr, Beaverton, OR 97003",-122.8482021,45.5061691,0.156962025316456,NA,NA,2.35622217014296,TRUE
1319,"Conestoga Middle School",956,85,69,57,"12250 SW Conestoga Dr","Beaverton","OR",97008,"12250 SW Conestoga Dr, Beaverton, OR 97008",-122.8026698,45.4467453,0.627004219409283,0.829545454545455,0.8,4.23576283102883,TRUE
1160,"Cooper Mountain Elementary School",523,92,61,62,"7670 SW 170th Ave","Beaverton","OR",97007,"7670 SW 170th Ave, Beaverton, OR 97007",-122.8510227,45.4643054,0.937552742616034,0.690909090909091,0.854545454545455,3.22099835950316,TRUE
1162,"Elmonica Elementary School",704,87,52,43,"16950 SW Lisa Ct","Beaverton","OR",97006,"16950 SW Lisa Ct, Beaverton, OR 97006",-122.8517254,45.5157284,0.746835443037975,0.479545454545455,0.520454545454546,3.64518397000234,TRUE
1161,"Errol Hassell Elementary School",485,88,61,61,"18100 SW Bany Rd","Beaverton","OR",97007,"18100 SW Bany Rd, Beaverton, OR 97007",-122.863246,45.466584,0.79915611814346,0.690909090909091,0.842045454545455,3.13194281696742,TRUE
1370,"Findley Elementary",728,95,92,92,"4155 NW Saltzman Rd","Portland","OR",97229,"4155 NW Saltzman Rd, Portland, OR 97229",-122.812033,45.549864,0.9957805907173,0.997727272727273,0.998863636363636,3.70142957581439,TRUE
1163,"Fir Grove Elementary School",439,89,48,33,"6300 SW Wilson Ave","Beaverton","OR",97008,"6300 SW Wilson Ave, Beaverton, OR 97008",-122.817369,45.473788,0.838818565400844,0.386363636363636,0.279545454545455,3.024138739161,TRUE
1181,"Five Oaks Middle School",1039,78,47,38,"1600 NW 173rd Ave","Beaverton","OR",97006,"1600 NW 173rd Ave, Beaverton, OR 97006",-122.8534395,45.5307448,0.30126582278481,0.365909090909091,0.414772727272727,4.43027888446215,TRUE
1157,"Greenway Elementary School",354,83,52,35,"9150 SW Downing Dr","Beaverton","OR",97008,"9150 SW Downing Dr, Beaverton, OR 97008",-122.8018328,45.4537097,0.522362869198312,0.479545454545455,0.336363636363636,2.82493555191001,TRUE
1164,"Hazeldale Elementary School",458,87,64,48,"20080 SW Farmington Rd","Aloha","OR",97007,"20080 SW Farmington Rd, Aloha, OR 97007",-122.8841264,45.4692327,0.746835443037975,0.755681818181818,0.648863636363637,3.06866651042887,TRUE
4638,"Health & Science School",709,82,NA,NA,"18640 NW Walker Rd","Beaverton","OR",97006,"18640 NW Walker Rd, Beaverton, OR 97006",-122.8698849,45.5270641,0.475949367088608,NA,NA,3.65690180454652,TRUE
1184,"Highland Park Middle School",918,88,59,51,"7000 SW Wilson Ave","Beaverton","OR",97008,"7000 SW Wilson Ave, Beaverton, OR 97008",-122.8183965,45.4692195,0.79915611814346,0.643181818181818,0.713636363636364,4.14670728849309,TRUE
1165,"Hiteon Elementary School",664,90,75,68,"13800 SW Brockman Rd","Beaverton","OR",97008,"13800 SW Brockman Rd, Beaverton, OR 97008",-122.8189851,45.4540728,0.870886075949367,0.895454545454545,0.9125,3.55144129364893,TRUE
4867,"Hope Chinese Charter School",237,93,80,80,"3500 SW 104th Ave","Beaverton","OR",97005,"3500 SW 104th Ave, Beaverton, OR 97005",-122.7837956,45.494652,0.962869198312236,0.943181818181818,0.975,2.55073822357628,TRUE
4474,"International School of Beaverton",867,95,NA,NA,"17770 SW Blanton St","Beaverton","OR",97078,"17770 SW Blanton St, Beaverton, OR 97078",-122.8599149,45.4903044,0.9957805907173,NA,NA,4.02718537614249,TRUE
3437,"Jacob Wismer Elementary School",736,94,90,89,"5477 NW Skycrest Pkwy","Portland","OR",97229,"5477 NW Skycrest Pkwy, Portland, OR 97229",-122.8230793,45.5603695,0.985654008438818,0.995454545454546,0.995454545454545,3.72017811108507,TRUE
1166,"Kinnaman Elementary School",688,86,53,39,"4205 SW 193rd Ave","Beaverton","OR",97078,"4205 SW 193rd Ave, Beaverton, OR 97078",-122.876459,45.4900314,0.686075949367088,0.510227272727273,0.438636363636364,3.60768689946098,TRUE
1168,"McKay Elementary School",303,85,47,37,"7485 SW Scholls Ferry Rd","Beaverton","OR",97008,"7485 SW Scholls Ferry Rd, Beaverton, OR 97008",-122.7783403,45.465543,0.627004219409283,0.365909090909091,0.393181818181818,2.70541363955941,TRUE
1169,"McKinley Elementary School",613,83,51,37,"1500 NW 185th Ave","Beaverton","OR",97006,"1500 NW 185th Ave, Beaverton, OR 97006",-122.8660416,45.5302191,0.522362869198312,0.457954545454545,0.393181818181818,3.43191938129834,TRUE
1182,"Meadow Park Middle School",845,82,58,48,"14100 SW Downing St","Beaverton","OR",97006,"14100 SW Downing St, Beaverton, OR 97006",-122.8239809,45.514864,0.475949367088608,0.625,0.648863636363637,3.97562690414811,TRUE
1170,"Montclair Elementary School",328,92,74,68,"7250 SW Vermont","Portland","OR",97223,"7250 SW Vermont, Portland, OR 97223",-122.7513036,45.4758657,0.937552742616034,0.882954545454545,0.9125,2.76400281228029,TRUE
1183,"Mountain View Middle School",857,79,49,36,"17500 SW Farmington Rd","Beaverton","OR",97007,"17500 SW Farmington Rd, Beaverton, OR 97007",-122.8560026,45.4790581,0.341772151898734,0.410227272727273,0.363636363636364,4.00374970705414,TRUE
5381,"Mountainside High School",885,87,NA,NA,"12500 SW 175th Ave","Beaverton","OR",97007,"12500 SW 175th Ave, Beaverton, OR 97007",-122.8555895,45.4285671,0.746835443037975,NA,NA,4.06936958050152,TRUE
1303,"Nancy Ryles Elementary School",580,91,77,68,"10250 SW Cormorant Dr","Beaverton","OR",97007,"10250 SW Cormorant Dr, Beaverton, OR 97007",-122.8434341,45.4452239,0.90464135021097,0.922727272727273,0.9125,3.35458167330677,TRUE
1171,"Oak Hills Elementary School",562,91,78,75,"2625 NW 153rd Ave","Beaverton","OR",97006,"2625 NW 153rd Ave, Beaverton, OR 97006",-122.8360763,45.5388863,0.90464135021097,0.934090909090909,0.952272727272727,3.31239746894774,TRUE
1172,"Raleigh Hills Elementary School",552,86,62,55,"5225 SW Scholls Ferry Rd","Portland","OR",97225,"5225 SW Scholls Ferry Rd, Portland, OR 97225",-122.7581473,45.4823987,0.686075949367088,0.710227272727273,0.770454545454546,3.28896179985939,TRUE
1173,"Raleigh Park Elementary School",374,92,65,58,"3670 SW 78th Ave","Portland","OR",97225,"3670 SW 78th Ave, Portland, OR 97225",-122.7559763,45.4932879,0.937552742616034,0.770454545454546,0.813636363636364,2.87180689008671,TRUE
1174,"Ridgewood Elementary School",430,87,76,70,"10100 SW Inglewood St","Portland","OR",97225,"10100 SW Inglewood St, Portland, OR 97225",-122.780987,45.502535,0.746835443037975,0.906818181818182,0.930681818181818,3.00304663698149,TRUE
1175,"Rock Creek Elementary School",569,88,73,67,"4125 NW 185th Ave","Portland","OR",97229,"4125 NW 185th Ave, Portland, OR 97229",-122.8685893,45.5491614,0.79915611814346,0.871590909090909,0.904545454545455,3.32880243730959,TRUE
5382,"Sato Elementary School",542,90,85,78,"7775 NW Kaiser Rd.","Portland","OR",97229,"7775 NW Kaiser Rd., Portland, OR 97229",-122.8383975,45.5753191,0.870886075949367,0.973863636363636,0.964772727272727,3.26552613077103,TRUE
2781,"Scholls Heights Elementary School",545,93,78,78,"16400 SW Loon Dr","Beaverton","OR",97007,"16400 SW Loon Dr, Beaverton, OR 97007",-122.8453445,45.4306423,0.962869198312236,0.934090909090909,0.964772727272727,3.27255683149754,TRUE
1314,"School of Science & Technology",165,87,NA,NA,"18640 NW Walker Rd","Beaverton","OR",97006,"18640 NW Walker Rd, Beaverton, OR 97006",-122.8698849,45.5270641,0.746835443037975,NA,NA,2.38200140614015,TRUE
1270,"Sexton Mountain Elementary School",526,94,72,67,"15645 SW Sexton Mtn Dr","Beaverton","OR",97007,"15645 SW Sexton Mtn Dr, Beaverton, OR 97007",-122.8377968,45.4588484,0.985654008438818,0.860227272727273,0.904545454545455,3.22802906022967,TRUE
2783,"Southridge High School",1450,76,NA,NA,"9625 SW 125th Ave","Beaverton","OR",97008,"9625 SW 125th Ave, Beaverton, OR 97008",-122.8075512,45.450316,0.238818565400844,NA,NA,5.39348488399344,TRUE
4712,"Springville K-8 School",822,92,74,73,"6655 NW Joss Ave","Portland","OR",97229,"6655 NW Joss Ave, Portland, OR 97229",-122.8512161,45.5682601,0.937552742616034,0.882954545454545,0.944318181818182,3.9217248652449,TRUE
2782,"Stoller Middle School",1502,93,85,80,"14141 NW Laidlaw Rd","Portland","OR",97229,"14141 NW Laidlaw Rd, Portland, OR 97229",-122.8225582,45.5571347,0.962869198312236,0.973863636363636,0.975,5.51535036325287,TRUE
1188,"Sunset High School",2073,84,NA,NA,"13840 NW Cornell Rd","Portland","OR",97229,"13840 NW Cornell Rd, Portland, OR 97229",-122.820294,45.5280907,0.577215189873418,NA,NA,6.8535270681978,TRUE
1176,"Terra Linda Elementary School",386,NA,71,64,"1998 NW 143rd Ave","Portland","OR",97229,"1998 NW 143rd Ave, Portland, OR 97229",-122.8205311,45.5331719,NA,0.852272727272727,0.876136363636364,2.89992969299273,TRUE
1177,"Vose Elementary School",618,86,45,44,"11350 SW Denney Rd","Beaverton","OR",97008,"11350 SW Denney Rd, Beaverton, OR 97008",-122.7937567,45.4684302,0.686075949367088,0.304545454545455,0.544318181818182,3.44363721584251,TRUE
1178,"West Tualatin View Elementary School",370,NA,81,75,"8800 SW Leahy Rd","Portland","OR",97225,"8800 SW Leahy Rd, Portland, OR 97225",-122.7666224,45.5150214,NA,0.95,0.952272727272727,2.86243262245137,TRUE
1320,"Westview High School",2491,79,NA,NA,"4200 NW 185th Ave","Portland","OR",97229,"4200 NW 185th Ave, Portland, OR 97229",-122.864845,45.549953,0.341772151898734,NA,NA,7.83313803609093,TRUE
1185,"Whitford Middle School",698,81,58,45,"7935 SW Scholls Ferry Rd","Beaverton","OR",97008,"7935 SW Scholls Ferry Rd, Beaverton, OR 97008",-122.7822022,45.4631543,0.425316455696203,0.625,0.565909090909091,3.63112256854933,TRUE
1179,"William Walker Elementary School",466,84,39,29,"11940 SW Lynnfield Ln","Portland","OR",97225,"11940 SW Lynnfield Ln, Portland, OR 97225",-122.7999859,45.5017116,0.577215189873418,0.176136363636364,0.196590909090909,3.08741504569955,TRUE
1324,"Amity Creek Elementary School",166,92,69,52,"437 NW Wall St","Bend","OR",97701,"437 NW Wall St, Bend, OR 97701",-121.3179129,44.0551848,0.937552742616034,0.829545454545455,0.729545454545455,2.38434497304898,TRUE
241,"Bear Creek Elementary School",584,85,50,48,"51 SE 13th St","Bend","OR",97702,"51 SE 13th St, Bend, OR 97702",-121.2874942,44.050533,0.627004219409283,0.4375,0.648863636363637,3.36395594094211,TRUE
5309,"Bend International School",193,90,75,54,"63020 OB Riley Road","Bend","OR",97703,"63020 OB Riley Road, Bend, OR 97703",-121.3085806,44.0876069,0.870886075949367,0.895454545454545,0.756818181818182,2.44762127958753,TRUE
251,"Bend Senior High School",1721,68,NA,NA,"230 NE 6th St","Bend","OR",97701,"230 NE 6th St, Bend, OR 97701",-121.2955438,44.0524142,0.0869198312236287,NA,NA,6.02859151628779,TRUE
250,"Buckingham Elementary School",576,87,63,63,"62560 Hamby Rd","Bend","OR",97701,"62560 Hamby Rd, Bend, OR 97701",-121.241825,44.071793,0.746835443037975,0.730681818181818,0.867045454545455,3.34520740567143,TRUE
242,"Cascade Middle School",669,82,72,56,"19619 Mountaineer Wy","Bend","OR",97702,"19619 Mountaineer Wy, Bend, OR 97702",-121.340761,44.037653,0.475949367088608,0.860227272727273,0.784090909090909,3.56315912819311,TRUE
5384,"Desert Sky Montessori",104,79,71,43,"150 NE Bend River Mall Dr Ste 260","Bend","OR",97703,"150 NE Bend River Mall Dr Ste 260, Bend, OR 97703",-121.3034273,44.0844854,0.341772151898734,0.852272727272727,0.520454545454546,2.2390438247012,TRUE
1308,"Elk Meadow Elementary School",580,84,62,52,"60880 Brookswood Blvd","Bend","OR",97702,"60880 Brookswood Blvd, Bend, OR 97702",-121.345295,44.014288,0.577215189873418,0.710227272727273,0.729545454545455,3.35458167330677,TRUE
4129,"Ensworth Elementary School",209,74,61,45,"2150 NE Daggett Ln","Bend","OR",97701,"2150 NE Daggett Ln, Bend, OR 97701",-121.2753664,44.0717734,0.174683544303797,0.690909090909091,0.565909090909091,2.4851183501289,TRUE
1309,"High Desert Middle School",794,78,54,35,"61000 Diamondback Ln","Bend","OR",97702,"61000 Diamondback Ln, Bend, OR 97702",-121.2596714,44.0187436,0.30126582278481,0.544318181818182,0.336363636363636,3.85610499179752,TRUE
3218,"High Lakes Elementary School",626,80,77,73,"2500 NW High Lakes Lp","Bend","OR",97701,"2500 NW High Lakes Lp, Bend, OR 97701",-121.3526843,44.0616613,0.388185654008439,0.922727272727273,0.944318181818182,3.46238575111319,TRUE
3219,"Highland School at Kenwood Elementary School",389,93,89,90,"701 NW Newport Ave","Bend","OR",97701,"701 NW Newport Ave, Bend, OR 97701",-121.3227887,44.0620916,0.962869198312236,0.989772727272727,0.996590909090909,2.90696039371924,TRUE
246,"Juniper Elementary School",511,84,69,62,"1300 NE Norton St","Bend","OR",97701,"1300 NE Norton St, Bend, OR 97701",-121.287808,44.0641361,0.577215189873418,0.829545454545455,0.854545454545455,3.19287555659714,TRUE
245,"LaPine Elementary School",406,76,42,35,"51615 Coach Rd","LaPine","OR",97739,"51615 Coach Rd, LaPine, OR 97739",-121.5080277,43.6777583,0.238818565400844,0.238636363636364,0.336363636363636,2.94680103116944,TRUE
1310,"LaPine Middle School",305,76,24,19,"16360 First St","LaPine","OR",97739,"16360 First St, LaPine, OR 97739",-121.5080415,43.6777638,0.238818565400844,0.0295454545454545,0.0659090909090909,2.71010077337708,TRUE
253,"LaPine Senior High School",376,75,NA,NA,"51633 Coach Rd","LaPine","OR",97739,"51633 Coach Rd, LaPine, OR 97739",-121.507033,43.6797175,0.20337552742616,NA,NA,2.87649402390438,TRUE
1317,"Lava Ridge Elementary School",613,84,72,58,"20805 Cooley Rd","Bend","OR",97701,"20805 Cooley Rd, Bend, OR 97701",-121.2822047,44.1065793,0.577215189873418,0.860227272727273,0.813636363636364,3.43191938129834,TRUE
1338,"Marshall High School",156,25,NA,NA,"1291 NE 5th","Bend","OR",97701,"1291 NE 5th, Bend, OR 97701",-121.2992921,44.0624056,0.00928270042194093,NA,NA,2.36090930396063,TRUE
252,"Mountain View Senior High School",1375,68,NA,NA,"2755 NE 27th St","Bend","OR",97701,"2755 NE 27th St, Bend, OR 97701",-121.2660305,44.0767359,0.0869198312236287,NA,NA,5.21771736583079,TRUE
5292,"Pacific Crest Middle School",746,76,73,61,"3030 NW Elwood Lane","Bend","OR",97701,"3030 NW Elwood Lane, Bend, OR 97701",-121.365087,44.0549361,0.238818565400844,0.871590909090909,0.842045454545455,3.74361378017342,TRUE
249,"Pilot Butte Middle School",648,74,63,47,"1501 NE Neff St","Bend","OR",97701,"1501 NE Neff St, Bend, OR 97701",-121.2836299,44.0642627,0.174683544303797,0.730681818181818,0.619318181818182,3.51394422310757,TRUE
3947,"Pine Ridge Elementary",529,88,69,66,"19840 Hollygrape St","Bend","OR",97702,"19840 Hollygrape St, Bend, OR 97702",-121.3315688,44.0234332,0.79915611814346,0.829545454545455,0.888636363636364,3.23505976095618,TRUE
4646,"Ponderosa Elementary",582,85,60,56,"63100 NE Purcell","Bend","OR",97701,"63100 NE Purcell, Bend, OR 97701",-121.271916,44.0882829,0.627004219409283,0.676136363636364,0.784090909090909,3.35926880712444,TRUE
247,"R E Jewell Elementary School",541,86,59,50,"20550 Murphy Rd","Bend","OR",97702,"20550 Murphy Rd, Bend, OR 97702",-121.2973207,44.0215669,0.686075949367088,0.643181818181818,0.688636363636364,3.2631825638622,TRUE
3448,"REALMS (Rimrock Expeditionary Alternative Learning Middle School)",148,80,82,59,"63175 O B Riley","Bend","OR",97701,"63175 O B Riley, Bend, OR 97701",-121.313514,44.094189,0.388185654008439,0.957954545454545,0.825,2.34216076868995,TRUE
